x_cm,y_cm,z_cm,kineticEnergy_GeV
-15.9527,1.0557,349.9000,4.2248
-14.8063,-2.7784,349.9000,4.2245
-16.6316,0.3642,349.9000,4.2235
-15.0326,1.7746,349.9000,4.2241
-14.8078,0.0067,349.9000,4.2230
-10.6496,2.5330,349.9000,4.2242
-14.7043,0.1881,349.9000,4.2234
-15.8492,-0.1096,349.9000,4.2237
-14.8221,-0.4487,349.9000,4.2236
-17.4827,-2.7241,349.9000,4.2263
-14.6639,0.9501,349.9000,4.2243
-16.9624,-0.0299,349.9000,4.2259
-14.5237,-0.1082,349.9000,4.2250
-15.1029,-6.8045,349.9000,4.2218
-15.9841,0.8299,349.9000,4.2222
-16.1428,0.3880,349.9000,4.2233
-14.8699,1.0305,349.9000,4.2195
-13.1034,-0.8123,349.9000,4.2258
-18.1957,1.5454,349.9000,4.2251
-15.6292,1.2596,349.9000,4.2244
-15.7566,-1.4319,349.9000,4.2193
-15.2748,-0.0618,349.9000,4.2232
-15.1216,-0.4195,349.9000,4.2215
-14.9111,-1.7627,349.9000,4.2069
-13.8880,-0.3318,349.9000,4.2259
-15.3788,0.1337,349.9000,4.2229
-14.7542,1.2407,349.9000,4.2069
-14.8581,-1.2654,349.9000,4.2232
-15.4184,1.3908,349.9000,4.2255
-14.7230,-1.3477,349.9000,4.2258
-15.3445,0.9252,349.9000,4.2257
-11.6476,3.7825,349.9000,4.2241
-14.8700,-0.6654,349.9000,4.2192
-13.9121,-1.1284,349.9000,4.2246
-14.0079,0.0316,349.9000,4.2228
-13.2521,-1.0554,349.9000,4.2246
-13.6479,-1.3110,349.9000,4.2251
-14.6884,-0.0949,349.9000,4.2242
-14.6554,-0.5931,349.9000,4.2254
-15.0821,0.3543,349.9000,4.1977
-14.9048,0.2850,349.9000,4.2261
-13.3838,-0.3477,349.9000,4.2224
-12.7936,-1.6484,349.9000,4.2029
-13.2715,1.6777,349.9000,4.2132
-12.2587,-0.4383,349.9000,4.2262
-15.8787,-0.9845,349.9000,4.2251
-13.4048,-1.2877,349.9000,4.2212
-12.9192,0.1665,349.9000,4.2238
-13.7688,0.4501,349.9000,4.2248
-15.3645,0.4327,349.9000,4.2190
-14.3412,0.0385,349.9000,4.2250
-15.0372,-0.4061,349.9000,4.2215
-13.2447,0.3090,349.9000,4.2226
-14.2481,-4.0014,349.9000,4.2231
-15.3107,1.2308,349.9000,4.2245
-14.8149,1.8455,349.9000,4.2255
-15.0057,-1.6642,349.9000,4.2238
-14.5242,-1.0017,349.9000,4.2261
-14.3195,-0.4145,349.9000,4.2073
-13.6830,-1.6370,349.9000,4.2210
-15.0987,0.8848,349.9000,4.2254
-15.7441,0.0030,349.9000,4.2167
-14.0708,-0.3234,349.9000,4.2240
-15.1077,-0.7940,349.9000,4.2248
-18.2854,-0.6414,349.9000,4.2237
-13.2533,-1.2343,349.9000,4.2232
-16.1645,-0.0838,349.9000,4.2216
-14.6495,2.1689,349.9000,4.2223
-14.8240,-1.3673,349.9000,4.2201
-15.4889,1.4399,349.9000,4.2174
-9.1508,2.5696,349.9000,4.2235
-13.6358,0.7017,349.9000,4.2239
-13.5937,-0.9416,349.9000,4.2242
-13.9611,-0.0106,349.9000,4.2264
-15.2004,-1.1449,349.9000,4.2237
-14.1311,0.6550,349.9000,4.2237
-16.3712,0.0550,349.9000,4.2199
-14.9737,-1.1375,349.9000,4.2234
-15.2761,0.3435,349.9000,4.2188
-15.2822,0.0759,349.9000,4.2249
-14.9676,-1.2558,349.9000,4.2247
-14.4166,0.4290,349.9000,4.2229
-14.6620,-0.5066,349.9000,4.2189
-13.1664,-1.1525,349.9000,4.2227
-13.6736,1.1017,349.9000,4.2222
-14.5385,0.6221,349.9000,4.2253
-15.4409,-0.3299,349.9000,4.2219
-13.6804,0.0902,349.9000,4.2274
-13.4450,0.8313,349.9000,4.2250
-14.6647,-0.3222,349.9000,4.2252
-16.1745,0.2657,349.9000,4.2220
-14.2798,0.4185,349.9000,4.2257
-13.7288,1.2513,349.9000,4.2244
-14.7892,-0.3016,349.9000,4.2249
-14.9610,0.5767,349.9000,4.2224
-15.7968,0.3106,349.9000,4.2240
-14.4774,1.4653,349.9000,4.2245
-15.2787,-0.3845,349.9000,4.2072
-13.0718,-0.1652,349.9000,4.2257
-15.3447,1.0893,349.9000,4.2203
-13.9079,-1.5537,349.9000,4.2259
-13.7926,-1.0785,349.9000,4.2254
-15.2910,-0.8539,349.9000,4.2157
-12.7146,-1.0720,349.9000,4.2203
-15.0599,0.8686,349.9000,4.2263
-14.7519,0.2080,349.9000,4.2256
-13.0678,-0.9534,349.9000,4.2236
-14.9174,-1.2950,349.9000,4.2166
-13.8437,-2.6134,349.9000,4.2258
-16.1705,1.6111,349.9000,4.2038
-14.5917,-1.4774,349.9000,4.2242
-16.5296,1.3492,349.9000,4.2222
-14.5994,0.8687,349.9000,4.2258
-14.4164,-0.4172,349.9000,4.2234
-15.4704,-0.7914,349.9000,4.2240
-14.7639,-1.0148,349.9000,4.2252
-15.0869,0.5047,349.9000,4.2252
-14.9086,-0.3907,349.9000,4.2255
-14.5326,0.1966,349.9000,4.2197
-16.7335,0.4796,349.9000,4.2205
-14.1794,-1.0459,349.9000,4.2238
-14.8567,-0.1812,349.9000,4.2229
-15.0042,-0.3438,349.9000,4.2230
-13.9097,-1.0467,349.9000,4.2240
-14.0351,-0.9532,349.9000,4.2236
-12.6773,0.7439,349.9000,4.2247
-12.8974,0.7293,349.9000,4.2233
-12.9335,-0.0221,349.9000,4.2156
-13.8800,0.6442,349.9000,4.2133
-14.0495,-0.5005,349.9000,4.2257
-16.6361,-0.1573,349.9000,4.2257
-14.5384,-0.1542,349.9000,4.2265
-14.4186,-0.1184,349.9000,4.2254
-14.7549,1.0280,349.9000,4.2228
-13.9136,1.2930,349.9000,4.2239
-14.4613,-0.3451,349.9000,4.2232
-15.0551,-0.1122,349.9000,4.2230
-13.9699,1.3958,349.9000,4.2235
-16.1295,1.3342,349.9000,4.2225
-13.3470,-1.1574,349.9000,4.2191
-13.8549,-0.9132,349.9000,4.2235
-12.9907,1.5666,349.9000,4.2214
-15.6627,-0.6897,349.9000,4.2235
-17.2890,-11.1662,349.9000,4.2211
-15.5560,0.3789,349.9000,4.2245
-13.0998,1.7484,349.9000,4.2247
-12.8885,-0.1604,349.9000,4.2247
-15.2366,-0.7507,349.9000,4.2249
-15.3555,-1.0837,349.9000,4.2247
-13.5527,2.8634,349.9000,4.2233
-15.4245,-0.8214,349.9000,4.2242
-15.2615,-0.9769,349.9000,4.2221
-14.6095,-0.1402,349.9000,4.2228
-16.1856,0.4292,349.9000,4.2249
-13.8056,-1.2625,349.9000,4.2224
-14.1669,-0.2389,349.9000,4.2247
-15.6012,0.1110,349.9000,4.2226
-14.9313,-0.3871,349.9000,4.2257
-15.4033,-0.2513,349.9000,4.2224
-14.2733,-0.5945,349.9000,4.2246
-15.1903,1.8176,349.9000,4.2213
-14.3974,-0.1742,349.9000,4.2211
-13.7146,-0.9392,349.9000,4.2225
-15.3052,1.2909,349.9000,4.2205
-13.9043,0.3783,349.9000,4.2249
-14.5371,0.9666,349.9000,4.2225
-14.9986,-0.7950,349.9000,4.2243
-14.5643,-0.2345,349.9000,4.2189
-15.1905,0.1549,349.9000,4.2246
-13.4708,1.5149,349.9000,4.2237
-13.2401,0.2841,349.9000,4.2155
-15.6371,1.4259,349.9000,4.2224
-15.1101,-0.5172,349.9000,4.2209
-15.7626,-0.6442,349.9000,4.2250
-13.5625,-0.2137,349.9000,4.2176
-14.7825,0.6028,349.9000,4.2242
-15.2685,0.7566,349.9000,4.2248
-15.1344,-0.8115,349.9000,4.2209
-14.7076,0.8508,349.9000,4.2240
-14.1795,0.1709,349.9000,4.2195
-13.7177,-0.2369,349.9000,4.2212
-14.0582,-0.2562,349.9000,4.2233
-13.7837,0.5814,349.9000,4.2228
-13.5284,0.8012,349.9000,4.2064
-15.9835,-1.0935,349.9000,4.2235
-16.1915,-4.8202,349.9000,4.2235
-14.7520,-0.5780,349.9000,4.2201
-14.9175,-2.1694,349.9000,4.2251
-15.2055,-0.6206,349.9000,4.2254
-13.3277,-3.5280,349.9000,4.2260
-14.5359,-0.6017,349.9000,4.2230
-15.1087,1.2563,349.9000,4.2178
-14.0211,2.3663,349.9000,4.2209
-14.8946,1.4561,349.9000,4.2229
-15.7492,0.4234,349.9000,4.2254
-16.1538,1.1359,349.9000,4.2146
-14.8133,-0.9878,349.9000,4.2250
-14.9445,1.4401,349.9000,4.2245
-15.8493,-1.7548,349.9000,4.2249
-16.0849,-1.7942,349.9000,4.2250
-15.7169,0.8003,349.9000,4.2222
-15.7576,-1.4504,349.9000,4.2251
-12.4459,-0.3686,349.9000,4.2251
-13.8746,2.2389,349.9000,4.2251
-15.8520,-1.0088,349.9000,4.2236
-13.0047,1.7413,349.9000,4.2258
-14.5477,-0.2135,349.9000,4.2199
-19.3789,1.8834,349.9000,4.2203
-17.8934,0.0304,349.9000,4.2221
-14.6901,1.8933,349.9000,4.2237
-12.8095,1.3897,349.9000,4.2230
-15.2393,0.7732,349.9000,4.2222
-13.9068,0.9092,349.9000,4.2249
-14.8960,-0.5319,349.9000,4.2259
-13.9511,0.7215,349.9000,4.2158
-12.8926,3.8479,349.9000,4.2197
-15.3087,-0.3564,349.9000,4.2211
-15.2636,-0.4432,349.9000,4.2243
-14.7685,0.4383,349.9000,4.2253
-12.7898,-0.5564,349.9000,4.2219
-13.6603,-1.0451,349.9000,4.2250
-15.7767,-0.5571,349.9000,4.2257
-14.3345,-0.8802,349.9000,4.2024
-13.8554,-0.3803,349.9000,4.2251
-13.5557,-1.2818,349.9000,4.2240
-13.0786,-1.3367,349.9000,4.2232
-15.4641,0.6141,349.9000,4.2234
-13.3508,0.5812,349.9000,4.2238
-15.2972,0.3491,349.9000,4.2206
-16.1178,-0.0558,349.9000,4.2096
-15.6464,-0.6917,349.9000,4.2175
-16.2698,0.4806,349.9000,4.2251
-15.0507,0.8713,349.9000,4.2226
-16.7184,1.3449,349.9000,4.2257
-16.1488,1.0548,349.9000,4.2200
-13.8002,-0.9265,349.9000,4.2244
-13.7235,1.8414,349.9000,4.2255
-9.8901,-5.8561,349.9000,4.2232
-14.7017,0.8033,349.9000,4.2261
-13.8515,2.0553,349.9000,4.2246
-15.6508,0.6552,349.9000,4.2231
-16.2499,0.2312,349.9000,4.2247
-13.6317,-1.2730,349.9000,4.2238
-13.7070,-0.3432,349.9000,4.2255
-15.2140,-0.3545,349.9000,4.2247
-13.9643,0.4951,349.9000,4.2244
-14.0272,0.9091,349.9000,4.2253
-15.4686,-0.9657,349.9000,4.2200
-13.8841,0.4927,349.9000,4.2236
-13.6286,-1.0930,349.9000,4.2224
-14.7061,-0.6335,349.9000,4.2195
-15.2238,0.1221,349.9000,4.2152
-14.7512,1.4197,349.9000,4.2218
-14.5228,-1.3066,349.9000,4.2229
-14.9879,-0.0163,349.9000,4.2225
-14.3650,-3.1418,349.9000,4.2249
-14.9835,1.3414,349.9000,4.2131
-14.9216,-1.5899,349.9000,4.2231
-14.4663,1.2024,349.9000,4.2225
-15.9909,-3.4339,349.9000,4.2251
-15.2803,-1.0442,349.9000,4.2188
-16.0845,0.2224,349.9000,4.2216
-12.6693,-0.9224,349.9000,4.2227
-14.8409,1.5542,349.9000,4.2223
-14.6571,0.3030,349.9000,4.2205
-14.5781,0.2933,349.9000,4.2251
-15.3252,-1.0134,349.9000,4.2239
-14.2686,0.2534,349.9000,4.2226
-14.3478,1.4380,349.9000,4.2135
-15.8526,0.6283,349.9000,4.2249
-14.3887,0.0764,349.9000,4.2244
-19.3807,-0.5447,349.9000,4.2238
-15.4359,0.2117,349.9000,4.2207
-14.9132,-0.0718,349.9000,4.2206
-14.7397,1.1704,349.9000,4.2179
-20.2840,-1.6749,349.9000,4.2234
-15.7600,2.2817,349.9000,4.2105
-15.0605,0.3435,349.9000,4.2238
-14.2172,-0.8451,349.9000,4.2249
-15.8397,-1.3367,349.9000,4.2256
-16.0734,-1.4394,349.9000,4.2225
-15.9988,1.6481,349.9000,4.2101
-6.3262,-4.7538,349.9000,4.2172
-13.9763,-1.0745,349.9000,4.2255
-16.5493,1.4560,349.9000,4.2186
-16.7373,0.8608,349.9000,4.2251
-13.7110,0.5989,349.9000,4.2189
-14.0495,0.6229,349.9000,4.2242
-14.0743,0.0965,349.9000,4.2268
-13.1875,-1.7885,349.9000,4.2238
-14.1040,-0.2039,349.9000,4.2231
-12.1603,-2.4017,349.9000,4.2239
-14.5332,0.4927,349.9000,4.2205
-15.0265,-0.4046,349.9000,4.2255
-15.9255,0.0302,349.9000,4.2217
-15.3409,-1.0283,349.9000,4.2247
-15.2860,-0.2760,349.9000,4.2251
-15.9008,0.2653,349.9000,4.2166
-15.5061,0.3964,349.9000,4.2238
-15.1643,-1.4204,349.9000,4.2243
-16.0751,-0.9797,349.9000,4.2221
-15.6096,-0.6045,349.9000,4.2159
-14.3021,-1.2383,349.9000,4.2177
-14.7292,2.7444,349.9000,4.2198
-15.4580,-0.0976,349.9000,4.2213
-13.9122,8.8710,349.9000,4.1676
-13.4934,-1.4937,349.9000,4.2196
-14.7519,-0.3447,349.9000,4.1964
-12.8425,0.2037,349.9000,4.2143
-15.1458,-0.5966,349.9000,4.2208
-13.1249,-0.0959,349.9000,4.2227
-14.5264,0.7702,349.9000,4.2234
-11.5772,1.4571,349.9000,4.2250
-13.3796,0.8201,349.9000,4.2215
-16.2125,0.5058,349.9000,4.2236
-16.5703,-0.0720,349.9000,4.2179
-15.3641,0.3473,349.9000,4.2197
-13.7505,0.0927,349.9000,4.2249
-14.4177,-0.6670,349.9000,4.2165
-12.6709,-0.1096,349.9000,4.2236
-13.5062,0.7033,349.9000,4.2250
-12.9383,0.9902,349.9000,4.2229
-15.2208,1.6754,349.9000,4.2249
-14.0699,0.2802,349.9000,4.2163
-15.8009,0.3583,349.9000,4.2230
-16.2511,-0.3611,349.9000,4.2222
-13.5760,0.0037,349.9000,4.2204
-13.5975,0.5963,349.9000,4.2248
-15.0142,-1.2537,349.9000,4.2201
-14.4465,-0.0722,349.9000,4.2187
-13.4000,-0.9008,349.9000,4.2255
-15.2067,-0.2232,349.9000,4.2249
-14.2273,0.9280,349.9000,4.2249
-14.4396,0.6147,349.9000,4.2209
-14.3870,1.2364,349.9000,4.2242
-15.6483,1.0767,349.9000,4.2004
-12.3023,-0.3754,349.9000,4.2251
-16.5146,-0.0740,349.9000,4.2256
-10.3246,5.7462,349.9000,4.2152
-14.4665,-0.9915,349.9000,4.2222
-15.3962,1.8904,349.9000,4.2232
-18.6234,-1.5286,349.9000,4.2145
-15.0838,-0.9697,349.9000,4.2255
-14.1534,-1.9473,349.9000,4.2207
-13.5496,-0.3168,349.9000,4.2258
-13.3119,2.0169,349.9000,4.2242
-15.4435,0.2901,349.9000,4.2260
-13.8935,-0.8201,349.9000,4.2163
-14.2570,0.8956,349.9000,4.2260
-15.4687,0.3727,349.9000,4.2156
-16.3666,0.1125,349.9000,4.2255
-14.5949,1.0486,349.9000,4.2234
-14.2292,1.9885,349.9000,4.2249
-14.7074,0.4216,349.9000,4.2221
-15.2302,-0.7334,349.9000,4.2248
-16.2081,-0.1177,349.9000,4.2253
-15.5144,0.2504,349.9000,4.2208
-14.4065,0.1846,349.9000,4.2218
-14.3367,-0.8604,349.9000,4.2127
-15.9303,1.2350,349.9000,4.2177
-14.0897,0.2719,349.9000,4.2231
-15.1046,0.3501,349.9000,4.2229
-15.7293,1.2831,349.9000,4.2241
-12.4078,-0.2234,349.9000,4.2220
-15.6539,0.6020,349.9000,4.2234
-14.3825,-0.6308,349.9000,4.2229
-16.2121,-0.1361,349.9000,4.2236
-14.8139,-1.0778,349.9000,4.2238
-14.7680,0.6725,349.9000,4.2227
-13.8932,0.6610,349.9000,4.2219
-14.3746,0.3864,349.9000,4.2241
-15.5709,-0.6066,349.9000,4.2262
-14.1549,0.0397,349.9000,4.2205
-16.0710,-0.2679,349.9000,4.2260
-14.9983,0.2119,349.9000,4.2224
-15.9164,1.7566,349.9000,4.2257
-14.7425,-0.1142,349.9000,4.2218
-17.0095,-0.1017,349.9000,4.2189
-14.9356,0.9772,349.9000,4.2232
-14.7536,1.4016,349.9000,4.2247
-14.6770,-0.5437,349.9000,4.2243
-15.3114,-0.9843,349.9000,4.2252
-16.5876,-1.5692,349.9000,4.2198
-14.0872,0.7386,349.9000,4.2211
-14.1969,0.3000,349.9000,4.2238
-14.6487,0.6954,349.9000,4.2227
-14.4134,0.9270,349.9000,4.2207
-14.1113,-0.6148,349.9000,4.2242
-15.7423,-0.4660,349.9000,4.2247
-14.5026,1.4744,349.9000,4.2104
-13.2768,-1.3943,349.9000,4.2229
-15.3902,0.1861,349.9000,4.2252
-14.6091,0.2056,349.9000,4.2252
-13.1752,0.4201,349.9000,4.2255
-15.1761,-0.6107,349.9000,4.2266
-14.0423,-2.2533,349.9000,4.2256
-14.2360,1.1276,349.9000,4.2169
-15.9465,1.2934,349.9000,4.1956
-16.1274,-0.5090,349.9000,4.2244
-12.9459,0.4284,349.9000,4.2222
-16.0241,0.1165,349.9000,4.2239
-12.7174,1.4071,349.9000,4.2252
-17.1523,0.3767,349.9000,4.2249
-13.8154,0.1735,349.9000,4.2192
-15.7496,-0.0592,349.9000,4.2181
-14.3252,0.6264,349.9000,4.2225
-15.2937,-1.3504,349.9000,4.2206
-14.8883,0.5515,349.9000,4.2238
-14.7273,-1.1695,349.9000,4.2247
-14.8945,-0.7642,349.9000,4.2251
-17.3050,-1.9887,349.9000,4.2254
-15.8498,-0.0025,349.9000,4.2178
-14.5275,1.3851,349.9000,4.2208
-12.8715,-3.2493,349.9000,4.2076
-15.8414,1.5415,349.9000,4.2244
-13.8572,-0.3141,349.9000,4.2241
-15.4647,-1.7634,349.9000,4.2221
-16.0396,0.9913,349.9000,4.2244
-14.1918,0.6771,349.9000,4.2245
-15.4054,1.2913,349.9000,4.2184
-14.4293,0.4444,349.9000,4.2197
-16.2051,0.8845,349.9000,4.2220
-15.4268,-2.3259,349.9000,4.2229
-14.6664,1.8817,349.9000,4.2235
-15.4870,1.1556,349.9000,4.2231
-17.5250,-5.7059,349.9000,4.2223
-14.6725,1.7430,349.9000,4.2260
-13.3433,0.0628,349.9000,4.2242
-11.8291,3.4095,349.9000,4.2176
-14.2956,0.1617,349.9000,4.2229
-15.0916,-0.7436,349.9000,4.2207
-14.3613,0.5070,349.9000,4.2185
-17.3907,0.7277,349.9000,4.2178
-12.7826,0.0277,349.9000,4.2224
-14.4619,0.1053,349.9000,4.2243
-14.7408,-0.4560,349.9000,4.2223
-12.1451,0.1338,349.9000,4.2117
-14.2164,-1.0269,349.9000,4.2252
-14.4863,-0.2188,349.9000,4.2246
-15.5044,-2.1428,349.9000,4.2193
-12.8705,0.9732,349.9000,4.2225
-14.4086,-0.9242,349.9000,4.2256
-12.8902,-1.3735,349.9000,4.2231
-15.5629,-2.9290,349.9000,4.2241
-14.7357,0.9306,349.9000,4.2258
-15.8968,-1.0555,349.9000,4.2258
-14.5094,0.9261,349.9000,4.2236
-15.9011,-2.2088,349.9000,4.2222
-14.4570,1.5759,349.9000,4.2241
-13.9313,0.0918,349.9000,4.2234
-14.5628,-0.1363,349.9000,4.2104
-14.6065,-0.4310,349.9000,4.2223
-16.9538,-0.2766,349.9000,4.2152
-14.9208,-1.0139,349.9000,4.2246
-15.5349,-0.3164,349.9000,4.2213
-15.5268,-0.8550,349.9000,4.2259
-14.2203,0.7521,349.9000,4.2235
-14.0042,-1.2211,349.9000,4.2143
-13.4832,-0.5511,349.9000,4.2207
-13.4474,-0.1594,349.9000,4.2249
-15.5414,-0.1241,349.9000,4.2111
-15.4573,0.5178,349.9000,4.2166
-15.1612,0.1446,349.9000,4.2231
-14.5612,-1.0259,349.9000,4.2210
-15.4018,-0.8504,349.9000,4.2250
-14.3997,0.4853,349.9000,4.2162
-14.3841,0.1691,349.9000,4.2245
-15.1253,-0.2411,349.9000,4.2250
-14.1631,1.1830,349.9000,4.2238
-14.7159,-0.0516,349.9000,4.2232
-13.7004,-2.5083,349.9000,4.2258
-14.5819,1.9250,349.9000,4.2235
-13.2731,0.8103,349.9000,4.2255
-13.5937,-0.8492,349.9000,4.2144
-13.7181,-0.7689,349.9000,4.2194
-15.1902,1.4130,349.9000,4.2252
-13.9688,-0.9120,349.9000,4.2248
-14.8032,-1.0963,349.9000,4.2074
-15.2874,0.0341,349.9000,4.2274
-14.7754,0.0857,349.9000,4.2220
-14.2352,1.0807,349.9000,4.2235
-14.5270,4.1265,349.9000,4.2195
-13.3684,3.2038,349.9000,4.2233
-13.2724,-1.7129,349.9000,4.2258
-12.2944,1.6389,349.9000,4.2259
-14.2330,0.5289,349.9000,4.2217
-14.2710,0.7224,349.9000,4.2238
-14.9383,0.4120,349.9000,4.2243
-15.2415,-0.6500,349.9000,4.2229
-15.2269,1.6361,349.9000,4.2202
-16.3372,-0.1181,349.9000,4.2221
-14.5423,-0.6120,349.9000,4.2266
-15.3208,1.3456,349.9000,4.2225
-15.8617,-0.1267,349.9000,4.2251
-15.0826,0.5002,349.9000,4.2222
-16.3229,0.7015,349.9000,4.2120
-14.7997,-0.9032,349.9000,4.2246
-14.8989,0.1025,349.9000,4.2185
-18.1966,1.3378,349.9000,4.2225
-13.9985,0.5606,349.9000,4.2193
-14.0324,-1.4982,349.9000,4.2189
-15.6593,0.8095,349.9000,4.2143
-14.9330,-0.1965,349.9000,4.2225
-13.0658,-1.3320,349.9000,4.2237
-15.0857,0.6936,349.9000,4.2254
-14.4391,-0.4260,349.9000,4.2237
-14.3912,-1.1735,349.9000,4.2259
-15.1117,0.7805,349.9000,4.2259
-15.3937,-0.6290,349.9000,4.2253
-14.2374,-0.9957,349.9000,4.2245
-17.3947,1.6320,349.9000,4.2198
-13.2685,1.1352,349.9000,4.2157
-15.1132,0.5648,349.9000,4.2231
-15.5779,0.1755,349.9000,4.2229
-14.7263,1.0930,349.9000,4.1998
-14.4351,0.8000,349.9000,4.2228
-15.6619,-0.3594,349.9000,4.2173
-14.8883,0.2945,349.9000,4.2211
-13.8322,0.0610,349.9000,4.2222
-13.9835,-1.4830,349.9000,4.2223
-16.0344,-0.0889,349.9000,4.2231
-14.8175,-0.6336,349.9000,4.2257
-15.2478,1.1756,349.9000,4.2198
-14.7992,-0.0596,349.9000,4.2247
-14.2555,-1.0138,349.9000,4.2251
-13.9978,1.1334,349.9000,4.2143
-15.4789,0.3547,349.9000,4.2208
-14.9228,1.1330,349.9000,4.2243
-15.9295,-2.3505,349.9000,4.2233
-17.1975,0.4412,349.9000,4.2199
-16.0256,-2.2764,349.9000,4.2235
-13.0371,0.8850,349.9000,4.2214
-15.6649,-0.8907,349.9000,4.2262
-14.5222,0.1840,349.9000,4.2101
-14.2650,-0.0815,349.9000,4.2243
-17.5832,-3.1368,349.9000,4.2216
-15.2227,-0.9125,349.9000,4.2229
-14.8958,-0.0261,349.9000,4.2240
-14.9684,0.2531,349.9000,4.2252
-14.8143,-0.4216,349.9000,4.2258
-14.1189,-0.8070,349.9000,4.2248
-12.6410,0.4843,349.9000,4.2243
-14.3137,0.9577,349.9000,4.2146
-15.7195,-1.8209,349.9000,4.2261
-14.9276,0.8962,349.9000,4.2241
-14.3798,2.1159,349.9000,4.2265
-14.5838,0.6373,349.9000,4.2223
-17.3974,-0.3479,349.9000,4.2243
-13.5986,1.3316,349.9000,4.2225
-14.0069,-1.4136,349.9000,4.2238
-14.1539,-1.2647,349.9000,4.2245
-15.1704,1.4885,349.9000,4.2244
-14.0298,0.6453,349.9000,4.2260
-13.2994,0.0121,349.9000,4.2266
-13.9959,0.3483,349.9000,4.2091
-17.8266,1.3477,349.9000,4.2224
-15.8744,-0.7277,349.9000,4.2250
-14.7416,0.7657,349.9000,4.2227
-12.9027,0.9826,349.9000,4.2227
-13.6058,0.2404,349.9000,4.2208
-16.6195,-0.3286,349.9000,4.2221
-14.7183,0.1581,349.9000,4.2239
-14.5649,1.6958,349.9000,4.2272
-12.6577,-0.8835,349.9000,4.2248
-13.5777,1.3248,349.9000,4.2214
-15.3133,-0.6732,349.9000,4.2247
-15.1735,-0.4715,349.9000,4.2203
-15.5929,-0.0431,349.9000,4.2238
-13.4010,-1.8938,349.9000,4.2212
-15.7359,0.3986,349.9000,4.2223
-13.4830,-0.3532,349.9000,4.2247
-16.5115,-0.3766,349.9000,4.2248
-13.7049,0.0661,349.9000,4.2226
-15.6441,0.1274,349.9000,4.2236
-14.5475,-0.4462,349.9000,4.2183
-13.2832,1.9873,349.9000,4.2246
-14.7270,-0.6978,349.9000,4.2230
-14.1686,0.4951,349.9000,4.2205
-16.3320,-1.1183,349.9000,4.2174
-17.0163,2.0105,349.9000,4.2175
-13.8897,0.7459,349.9000,4.2199
-15.0747,-0.9699,349.9000,4.2253
-13.7417,0.1183,349.9000,4.2016
-14.6718,-1.1992,349.9000,4.2172
-14.4369,-1.9307,349.9000,4.2236
-17.5016,-0.5039,349.9000,4.2234
-14.7304,-0.6214,349.9000,4.2167
-15.5849,-0.3379,349.9000,4.2220
-16.0541,-0.8432,349.9000,4.2248
-14.6126,-1.3075,349.9000,4.2122
-16.0635,-0.0490,349.9000,4.2203
-14.3555,-2.4407,349.9000,4.2220
-15.0742,-0.1749,349.9000,4.2252
-14.1532,-0.3612,349.9000,4.2209
-13.8794,-1.2546,349.9000,4.2238
-14.4135,1.4816,349.9000,4.2236
-13.6799,0.7266,349.9000,4.2197
-14.5094,1.9303,349.9000,4.2196
-14.1501,2.4779,349.9000,4.2205
-15.4922,-0.0813,349.9000,4.2237
-16.1614,1.1153,349.9000,4.2207
-15.6385,-0.6449,349.9000,4.2242
-14.0372,0.3778,349.9000,4.2217
-12.2305,0.9222,349.9000,4.2249
-16.0130,0.0384,349.9000,4.2234
-15.0519,0.7251,349.9000,4.2183
-15.1173,-0.8121,349.9000,4.2250
-14.5739,-1.2579,349.9000,4.2229
-15.1331,-0.7672,349.9000,4.2255
-15.4419,-0.6633,349.9000,4.2209
-15.4791,-1.5429,349.9000,4.2171
-13.0869,-2.5534,349.9000,4.2223
-15.0139,0.7566,349.9000,4.2242
-14.6315,0.0247,349.9000,4.2222
-15.9990,-0.4788,349.9000,4.2252
-13.4609,-0.1049,349.9000,4.2246
-14.4008,0.6585,349.9000,4.2258
-12.4934,0.1742,349.9000,4.2222
-15.6586,1.0993,349.9000,4.2150
-15.5378,0.1168,349.9000,4.2221
-15.5101,1.9569,349.9000,4.2237
-15.4870,0.7509,349.9000,4.2216
-15.6711,-0.5717,349.9000,4.2126
-14.9899,0.0128,349.9000,4.2225
-13.8266,0.2623,349.9000,4.2240
-14.3671,0.3097,349.9000,4.2212
-15.3191,-1.5239,349.9000,4.2143
-16.3286,-1.0249,349.9000,4.2166
-15.5349,0.5801,349.9000,4.2251
-14.5991,-0.6069,349.9000,4.2188
-13.9467,-0.0213,349.9000,4.2259
-13.9888,-0.3090,349.9000,4.2244
-13.7720,-1.1295,349.9000,4.2239
-12.7585,0.5971,349.9000,4.2242
-13.9446,-0.2816,349.9000,4.2246
-14.8949,-1.4196,349.9000,4.2135
-13.4709,-0.9134,349.9000,4.2245
-15.9225,-0.3241,349.9000,4.2047
-13.2801,0.6350,349.9000,4.2240
-15.8246,-0.3924,349.9000,4.2206
-17.4829,1.3828,349.9000,4.2235
-15.1095,0.6150,349.9000,4.2252
-15.2021,0.1455,349.9000,4.2207
-13.2243,1.2466,349.9000,4.2204
-13.0897,0.2347,349.9000,4.2231
-15.5425,1.3774,349.9000,4.2245
-15.1849,0.7363,349.9000,4.2261
-13.7493,0.4074,349.9000,4.2244
-16.6988,1.6813,349.9000,4.2254
-13.1553,0.6006,349.9000,4.2243
